"id","name","capacity","latitude","longitude"
249,"Harrison St & Hudson St",27,40.71870987,-74.0090009
250,"Lafayette St & Jersey St",40,40.72456089,-73.99565293
251,"Mott St & Prince St",27,40.72317958,-73.99480012
252,"MacDougal St & Washington Sq",33,40.73226398,-73.99852205
254,"W 11 St & 6 Ave",59,40.73532427,-73.99800419
257,"Lispenard St & Broadway",39,40.71939226,-74.00247214
258,"DeKalb Ave & Vanderbilt Ave",23,40.68940747,-73.96885458
259,"South St & Whitehall St",39,40.70122128,-74.01234218
260,"Broad St & Bridge St",33,40.70365182,-74.01167797
261,"Johnson St & Gold St",27,40.69474881,-73.98362464
262,"Washington Park",24,40.6917823,-73.9737299
264,"Maiden Ln & Pearl St",27,40.70706456,-74.00731853
265,"Stanton St & Chrystie St",35,40.72229346,-73.99147535
266,"Avenue D & E 8 St",30,40.72368361,-73.97574813
267,"Broadway & W 36 St",54,40.75097711,-73.98765428
268,"Howard St & Centre St",27,40.71910537,-73.99973337
270,"Adelphi St & Myrtle Ave",23,40.69308257,-73.97178913
274,"Lafayette Ave & Fort Greene Pl",31,40.68691865,-73.976682
275,"Washington Ave & Greene Ave",19,40.68650065,-73.96563307
276,"Duane St & Greenwich St",25,40.71748752,-74.0104554
278,"Concord St & Bridge St",19,40.69766564,-73.98476437
279,"Peck Slip & Front St",36,40.707873,-74.00167
280,"E 10 St & 5 Ave",31,40.73331967,-73.99510132
282,"Kent Ave & S 11 St",27,40.7076449441757,-73.9684152603149
284,"Greenwich Ave & 8 Ave",43,40.7390169121,-74.0026376103
285,"Broadway & E 14 St",53,40.73454567,-73.99074142
289,"Monroe St & Classon Ave",19,40.6845683,-73.95881081
291,"Madison St & Montgomery St",20,40.713126,-73.984844
293,"Lafayette St & E 8 St",55,40.7302066052995,-73.9910262823105
295,"Pike St & E Broadway",24,40.71406667,-73.99293911
296,"Division St & Bowery",35,40.71413089,-73.9970468
297,"E 15 St & 3 Ave",27,40.734232,-73.986923
298,"3 Ave & Schermerhorn St",35,40.68683208,-73.9796772
301,"E 2 St & Avenue B",58,40.72217444,-73.98368779
302,"Avenue D & E 3 St",23,40.72082834,-73.97793172
303,"Mercer St & Spring St",67,40.72362738,-73.99949601
305,"E 58 St & 3 Ave",33,40.76095756,-73.96724467
307,"Canal St & Rutgers St",30,40.71427487,-73.98990025
308,"St James Pl & Oliver St",27,40.71307916,-73.99851193
309,"Murray St & West St",41,40.7149787,-74.013012
310,"State St & Smith St",36,40.68926942,-73.98912867
311,"Norfolk St & Broome St",31,40.7172274,-73.98802084
312,"Allen St & Stanton St",31,40.722055,-73.989111
313,"Washington Ave & Park Ave",23,40.69610226,-73.96751037
315,"South St & Gouverneur Ln",29,40.70355377,-74.00670227
316,"Fulton St & William St",43,40.70955958,-74.00653609
317,"E 6 St & Avenue B",54,40.72453734,-73.98185424
319,"Fulton St & Broadway",33,40.711066,-74.009447
320,"Leonard St & Church St",27,40.717571,-74.005549
321,"Cadman Plaza E & Red Cross Pl",27,40.69991755,-73.98971773
323,"Lawrence St & Willoughby St",39,40.69236178,-73.98631746
324,"DeKalb Ave & Hudson Ave",51,40.689888,-73.981013
325,"E 19 St & 3 Ave",35,40.73624527,-73.98473765
326,"E 11 St & 1 Ave",41,40.72953837,-73.98426726
327,"Vesey Pl & River Terrace",39,40.7153379,-74.01658354
328,"Watts St & Greenwich St",23,40.72405549,-74.00965965
330,"Reade St & Broadway",39,40.71450451,-74.00562789
331,"Pike St & Monroe St",27,40.71173107,-73.99193043
332,"Cherry St",36,40.71219906,-73.97948148
334,"W 20 St & 7 Ave",31,40.74238787,-73.99726235
335,"Washington Pl & Broadway",27,40.72903917,-73.99404649
336,"Sullivan St & Washington Sq",36,40.73047747,-73.99906065
337,"Old Slip & Front St",37,40.7037992,-74.00838676
339,"Avenue D & E 12 St",30,40.72580614,-73.97422494
340,"Madison St & Clinton St",27,40.71269042,-73.98776323
341,"Stanton St & Mangin St",19,40.71782143,-73.97628939
342,"Columbia St & Rivington St",29,40.71739973,-73.98016555
343,"Clinton Ave & Flushing Ave",23,40.69794,-73.96986848
344,"Monroe St & Bedford Ave",23,40.6851443,-73.95380904
346,"Bank St & Hudson St",27,40.73652889,-74.00618026
347,"Greenwich St & W Houston St",35,40.728846,-74.008591
349,"Rivington St & Ridge St",61,40.71850211,-73.98329859
350,"Clinton St & Grand St",28,40.71559509,-73.9870295
351,"Front St & Maiden Ln",39,40.70530954,-74.00612572
353,"S Portland Ave & Hanson Pl",27,40.68539567,-73.97431458
354,"Emerson Pl & Myrtle Ave",23,40.69363137,-73.96223558
355,"Bayard St & Baxter St",43,40.71602118,-73.99974372
356,"Bialystoker Pl & Delancey St",23,40.71622644,-73.98261206
358,"Christopher St & Greenwich St",50,40.73291553,-74.00711384
359,"E 47 St & Park Ave",64,40.75510267,-73.97498696
360,"William St & Pine St",39,40.70717936,-74.00887308
361,"Allen St & Hester St",43,40.71605866,-73.99190759
362,"Broadway & W 37 St",57,40.75172632,-73.98753523
363,"West Thames St",49,40.70834698,-74.01713445
364,"Lafayette Ave & Classon Ave",27,40.68900443,-73.96023854
366,"Clinton Ave & Myrtle Ave",33,40.693261,-73.968896
367,"E 53 St & Lexington Ave",34,40.75828065,-73.97069431
368,"Carmine St & 6 Ave",39,40.73038599,-74.00214988
369,"Washington Pl & 6 Ave",21,40.73224119,-74.00026394
372,"Franklin Ave & Myrtle Ave",27,40.694546087246,-73.9580136537552
373,"Willoughby Ave & Walworth St",19,40.69331716,-73.95381995
376,"John St & William St",43,40.70862144,-74.00722156
377,"6 Ave & Canal St",47,40.72243797,-74.00566443
379,"W 31 St & 7 Ave",42,40.749156,-73.9916
380,"W 4 St & 7 Ave S",42,40.73401143,-74.00293877
383,"Greenwich Ave & Charles St",39,40.735238,-74.000271
385,"E 55 St & 2 Ave",29,40.75797322,-73.96603308
386,"Centre St & Worth St",43,40.71494807,-74.00234482
387,"Centre St & Chambers St",39,40.71273266,-74.0046073
388,"W 26 St & 10 Ave",35,40.749717753,-74.002950346
389,"Broadway & Berry St",27,40.71044554,-73.96525063
390,"Duffield St & Willoughby St",31,40.69221589,-73.9842844
391,"Clark St & Henry St",31,40.69760127,-73.99344559
392,"Jay St & Tech Pl",35,40.695065,-73.987167
393,"E 5 St & Avenue C",37,40.72299208,-73.97995466
394,"E 9 St & Avenue C",34,40.72521311,-73.97768752
396,"Lefferts Pl & Franklin Ave",25,40.680342423,-73.9557689392
397,"Fulton St & Clermont Ave",27,40.68415748,-73.96922273
398,"Atlantic Ave & Furman St",31,40.69165183,-73.9999786
399,"Lafayette Ave & St James Pl",27,40.68851534,-73.9647628
400,"Pitt St & Stanton St",15,40.71926081,-73.98178024
401,"Allen St & Rivington St",42,40.72019576,-73.98997825
402,"Broadway & E 22 St",39,40.7403432,-73.98955109
403,"E 2 St & 2 Ave",31,40.72502876,-73.99069656
405,"Washington St & Gansevoort St",51,40.739323,-74.008119
406,"Hicks St & Montague St",34,40.69512845,-73.99595065
408,"Market St & Cherry St",23,40.71076228,-73.99400398
410,"Suffolk St & Stanton St",45,40.72066442,-73.98517977
411,"E 6 St & Avenue D",31,40.72228087,-73.97668709
412,"Forsyth St & Canal St",29,40.7158155,-73.99422366
415,"Pearl St & Hanover Square",42,40.7047177,-74.00926027
416,"Cumberland St & Lafayette Ave",31,40.68753406,-73.97265183
417,"Barclay St & Church St",25,40.71291224,-74.01020234
418,"Front St & Gold St",23,40.70224,-73.982578
419,"Carlton Ave & Park Ave",23,40.69580705,-73.97355569
420,"Clermont Ave & Lafayette Ave",23,40.68764484,-73.96968902
421,"Clermont Ave & Park Ave",19,40.69573398,-73.97129668
422,"W 59 St & 10 Ave",79,40.770513,-73.988038
423,"W 54 St & 9 Ave",0,40.76584941,-73.98690506
426,"West St & Chambers St",29,40.71754834,-74.01322069
427,"Bus Slip & State St",47,40.701907,-74.013942
432,"E 7 St & Avenue A",31,40.72621788,-73.98379855
434,"9 Ave & W 18 St",27,40.74317449,-74.00366443
435,"W 21 St & 6 Ave",50,40.74173969,-73.99415556
436,"Hancock St & Bedford Ave",27,40.68216564,-73.95399026
437,"Macon St & Nostrand Ave",24,40.6809833854,-73.9500479759
438,"St Marks Pl & 1 Ave",47,40.72779126,-73.98564945
439,"E 4 St & 2 Ave",39,40.7262807,-73.98978041
440,"E 45 St & 3 Ave",32,40.75255434,-73.97282625
442,"W 27 St & 7 Ave",51,40.746647,-73.993915
443,"Bedford Ave & S 9 St",23,40.70853074,-73.96408963
445,"E 10 St & Avenue A",79,40.72740794,-73.98142006
446,"W 24 St & 7 Ave",47,40.74487634,-73.99529885
447,"8 Ave & W 52 St",31,40.76370739,-73.9851615
448,"W 37 St & 10 Ave",27,40.75660359,-73.9979009
450,"W 49 St & 8 Ave",67,40.76227205,-73.98788205
453,"W 22 St & 8 Ave",66,40.74475148,-73.99915362
454,"E 51 St & 1 Ave",35,40.75455731,-73.96592976
455,"1 Ave & E 44 St",59,40.75001986,-73.96905301
456,"E 53 St & Madison Ave",35,40.7597108,-73.97402311
458,"11 Ave & W 27 St",31,40.751396,-74.005226
459,"W 20 St & 11 Ave",49,40.746745,-74.007756
460,"S 4 St & Wythe Ave",25,40.71285887,-73.96590294
461,"E 20 St & 2 Ave",56,40.73587678,-73.98205027
462,"W 22 St & 10 Ave",47,40.74691959,-74.00451887
464,"E 56 St & 3 Ave",53,40.75934501,-73.96759673
465,"Broadway & W 41 St",39,40.75513557,-73.98658032
466,"W 25 St & 6 Ave",35,40.74395411,-73.99144871
467,"Dean St & 4 Ave",34,40.68312489,-73.97895137
468,"Broadway & W 56 St",65,40.7652654,-73.98192338
469,"Broadway & W 53 St",57,40.76344058,-73.98268129
470,"W 20 St & 8 Ave",72,40.74345335,-74.00004031
471,"Grand St & Havemeyer St",31,40.71286844,-73.95698119
472,"E 32 St & Park Ave",55,40.7457121,-73.98194829
473,"Rivington St & Chrystie St",38,40.72110063,-73.9919254
474,"5 Ave & E 29 St",56,40.7451677,-73.98683077
476,"E 31 St & 3 Ave",47,40.74394314,-73.97966069
477,"W 41 St & 8 Ave",59,40.75640548,-73.9900262
478,"11 Ave & W 41 St",37,40.76030096,-73.99884222
479,"9 Ave & W 45 St",31,40.76019252,-73.9912551
480,"W 53 St & 10 Ave",0,40.76669671,-73.99061728
481,"S 3 St & Bedford Ave",25,40.71260486,-73.96264403
482,"W 15 St & 7 Ave",77,40.73935542,-73.99931783
483,"E 12 St & 3 Ave",34,40.73223272,-73.98889957
484,"W 44 St & 5 Ave",46,40.75500254,-73.98014437
485,"W 37 St & 5 Ave",40,40.75038009,-73.98338988
486,"Broadway & W 29 St",41,40.7462009,-73.98855723
489,"10 Ave & W 28 St",37,40.75066386,-74.00176802
490,"8 Ave & W 33 St",66,40.751551,-73.993934
491,"E 24 St & Park Ave S",51,40.74096374,-73.98602213
492,"W 33 St & 7 Ave",68,40.75019995,-73.99093085
493,"W 45 St & 6 Ave",34,40.7568001,-73.98291153
494,"W 26 St & 8 Ave",66,40.74734825,-73.99723551
495,"W 47 St & 10 Ave",0,40.76269882,-73.99301222
496,"E 16 St & 5 Ave",47,40.73726186,-73.99238967
497,"E 17 St & Broadway",66,40.73704984,-73.99009296
499,"Broadway & W 60 St",36,40.76915505,-73.98191841
500,"Broadway & W 51 St",52,40.76228826,-73.98336183
501,"FDR Drive & E 35 St",79,40.744219,-73.97121214
502,"Henry St & Grand St",36,40.714211,-73.981095
503,"E 20 St & Park Ave",31,40.73827428,-73.98751968
504,"1 Ave & E 16 St",53,40.73221853,-73.98165557
505,"6 Ave & W 33 St",39,40.74901271,-73.98848395
507,"E 25 St & 2 Ave",45,40.73912601,-73.97973776
508,"W 46 St & 11 Ave",25,40.76341379,-73.99667444
509,"9 Ave & W 22 St",61,40.7454973,-74.00197139
513,"W 56 St & 10 Ave",29,40.768254,-73.988639
514,"12 Ave & W 40 St",52,40.76087502,-74.00277668
515,"W 43 St & 10 Ave",35,40.76009437,-73.99461843
516,"E 47 St & 1 Ave",31,40.75206862,-73.96784384
517,"Pershing Square South",69,40.751581,-73.97791
518,"E 39 St & 2 Ave",39,40.74780373,-73.9734419
519,"Pershing Square North",69,40.751873,-73.977706
520,"W 52 St & 5 Ave",41,40.75992262,-73.97648516
522,"E 51 St & Lexington Ave",51,40.75714758,-73.97207836
523,"W 38 St & 8 Ave",51,40.75466591,-73.99138152
525,"W 34 St & 11 Ave",56,40.75594159,-74.0021163
526,"E 33 St & 5 Ave",40,40.74765947,-73.98490707
528,"2 Ave & E 31 St",39,40.74290902,-73.97706058
529,"W 42 St & 8 Ave",41,40.7575699,-73.99098507
530,"11 Ave & W 59 St",24,40.7714967105444,-73.9904603362083
531,"Forsyth St & Broome St",39,40.71893904,-73.99266288
532,"S 5 Pl & S 5 St",43,40.710451,-73.960876
533,"Broadway & W 38 St",46,40.75299641,-73.98721619
534,"Water - Whitehall Plaza",31,40.70255065,-74.0127234
536,"1 Ave & E 30 St",29,40.74144387,-73.97536082
539,"Metropolitan Ave & Bedford Ave",31,40.71534825,-73.96024116
540,"Lexington Ave & E 29 St",30,40.7431155537649,-73.9821535348892
545,"E 23 St & 1 Ave",27,40.736502,-73.97809472
546,"E 30 St & Park Ave S",45,40.74444921,-73.98303529
2000,"Front St & Washington St",30,40.70255088,-73.98940236
2002,"Wythe Ave & Metropolitan Ave",27,40.716887,-73.963198
2003,"1 Ave & E 18 St",54,40.7338121919663,-73.9805442094803
2005,"Railroad Ave & Kay Ave",12,40.70531194,-73.97100056
2006,"Central Park S & 6 Ave",49,40.76590936,-73.97634151
2008,"Little West St & 1 Pl",24,40.70569254,-74.01677685
2009,"Catherine St & Monroe St",35,40.71117444,-73.99682619
2010,"Grand St & Greene St",3,40.72165481,-74.00234737
2012,"E 27 St & 1 Ave",36,40.739445,-73.976806
2017,"E 43 St & 2 Ave",39,40.75022392,-73.97121414
2021,"W 45 St & 8 Ave",43,40.75929124,-73.98859651
2022,"E 60 St & York Ave",33,40.759107,-73.959223
3002,"South End Ave & Liberty St",25,40.711512,-74.015756
3016,"Kent Ave & N 7 St",54,40.7203677529846,-73.9616507291794
3041,"Kingston Ave & Herkimer St",24,40.67890679,-73.94142771
3042,"Fulton St & Utica Ave",19,40.6794268,-73.9298911
3043,"Lewis Ave & Decatur St",19,40.6814598,-73.934903
3044,"Albany Ave & Fulton St",27,40.6800105,-73.938475
3046,"Marcus Garvey Blvd & Macon St",19,40.682601,-73.938037
3047,"Halsey St & Tompkins Ave",21,40.6823687,-73.944118
3048,"Putnam Ave & Nostrand Ave",19,40.68402,-73.94977
3049,"Cambridge Pl & Gates Ave",18,40.68488,-73.96304
3050,"Putnam Ave & Throop Ave",21,40.6851532,-73.94111
3052,"Lewis Ave & Madison St",23,40.686312,-73.935775
3053,"Marcy Ave & Lafayette Ave",23,40.6900815,-73.947915
3054,"Greene Ave & Throop Ave",19,40.6894932,-73.942061
3055,"Greene Ave & Nostrand Ave",23,40.6883337,-73.950916
3056,"Kosciuszko St & Nostrand Ave",23,40.69072549,-73.95133465
3057,"Kosciuszko St & Tompkins Ave",18,40.69128258,-73.9452416
3058,"Lewis Ave & Kosciuszko St",24,40.69237074,-73.93705428
3059,"Pulaski St & Marcus Garvey Blvd",19,40.6933982,-73.939877
3060,"Willoughby Ave & Tompkins Ave",19,40.69425403,-73.94626915
3061,"Throop Ave & Myrtle Ave",21,40.69622937,-73.94371094
3062,"Myrtle Ave & Marcy Ave",23,40.69539817,-73.94954908
3063,"Nostrand Ave & Myrtle Ave",20,40.69527008,-73.95238108
3064,"Myrtle Ave & Lewis Ave",23,40.69681963,-73.93756926
3065,"Union Ave & Wallabout St",31,40.70029511,-73.95032283
3066,"Tompkins Ave & Hopkins St",19,40.69957608,-73.94708417
3067,"Broadway & Whipple St",27,40.7016657,-73.9437303
3068,"Humboldt St & Varet St",42,40.7031724,-73.940636
3069,"Lorimer St & Broadway",29,40.70411791,-73.94818595
3070,"McKibbin St & Manhattan Ave",23,40.70510918,-73.94407279
3071,"Boerum St & Broadway",19,40.70538077,-73.94976519
3072,"Leonard St & Boerum St",24,40.70583339,-73.94644578
3074,"Montrose Ave & Bushwick Ave",42,40.70767788,-73.94016171
3075,"Division Ave & Marcy Ave",33,40.70708701,-73.95796783
3076,"Scholes St & Manhattan Ave",36,40.70870368,-73.9448625
3077,"Stagg St & Union Ave",33,40.70877084,-73.95095259
3078,"Broadway & Roebling St",27,40.7092482627616,-73.9606314897537
3080,"S 4 St & Rodney St",21,40.70934,-73.95608
3081,"Graham Ave & Grand St",29,40.711863,-73.944024
3082,"Hope St & Union Ave",25,40.71167351,-73.95141312
3083,"Bushwick Ave & Powers St",32,40.71247661,-73.94100005
3085,"Roebling St & N 4 St",25,40.71469,-73.95739
3086,"Graham Ave & Conselyea St",30,40.715143,-73.944507
3087,"Metropolitan Ave & Meeker Ave",30,40.71413311,-73.95234386
3088,"Union Ave & Jackson St",19,40.7160751,-73.952029
3092,"Berry St & N 8 St",27,40.7190095,-73.95852515
3093,"N 6 St & Bedford Ave",28,40.71745169,-73.95850939
3094,"Graham Ave & Withers St",18,40.7169811,-73.94485918
3095,"Graham Ave & Herbert St",26,40.71929301,-73.94500379
3096,"Union Ave & N 12 St",39,40.71924,-73.95242
3100,"Nassau Ave & Newell St",51,40.7248125644002,-73.947526216507
3101,"N 12 St & Bedford Ave",27,40.72079821,-73.95484712
3102,"Driggs Ave & Lorimer St",27,40.72179134,-73.9504154
3105,"N 15 St & Wythe Ave",24,40.724055,-73.955736
3106,"Driggs Ave & N Henry St",22,40.72325,-73.94308
3107,"Bedford Ave & Nassau Ave",39,40.72311651,-73.95212324
3108,"Nassau Ave & Russell St",51,40.72557,-73.94434
3109,"Banker St & Meserole Ave",31,40.72606,-73.95621
3110,"Meserole Ave & Manhattan Ave",28,40.72708584,-73.95299117
3112,"Milton St & Franklin St",33,40.72906,-73.95779
3113,"Greenpoint Ave & Manhattan Ave",27,40.73026,-73.95394
3115,"India St & Manhattan Ave",50,40.73232194,-73.9550858
3116,"Huron St & Franklin St",35,40.73266,-73.95826
3117,"Franklin St & Dupont St",27,40.73564,-73.95866
3118,"McGuinness Blvd & Eagle St",42,40.73555,-73.95284
3119,"Vernon Blvd & 50 Ave",45,40.74232744,-73.95411749
3121,"Jackson Ave & 46 Rd",27,40.74524768,-73.94733276
3122,"48 Ave & 5 St",31,40.7443632870669,-73.9558732509613
3123,"31 St & Thomson Ave",27,40.74469738,-73.93540375
3124,"46 Ave & 5 St",27,40.74731,-73.95451
3125,"45 Rd & 11 St",23,40.74708586,-73.94977234
3126,"44 Dr & Jackson Ave",34,40.74718234,-73.9432635
3127,"9 St & 44 Rd",35,40.74966,-73.9521
3128,"21 St & 43 Ave",23,40.75052534,-73.94594845
3129,"Queens Plaza North & Crescent St",31,40.75110165,-73.94073717
3130,"21 St & Queens Plaza North",31,40.75325964,-73.94335788
3131,"E 68 St & 3 Ave",31,40.7671284034954,-73.9622461795807
3132,"E 59 St & Madison Ave",35,40.76350532,-73.97109243
3134,"3 Ave & E 62 St",51,40.76312584,-73.96526895
3135,"E 75 St & 3 Ave",41,40.77112927,-73.95772297
3136,"5 Ave & E 63 St",47,40.766368,-73.971518
3137,"5 Ave & E 73 St",31,40.77282817,-73.96685276
3139,"E 72 St & Park Ave",43,40.7711828754066,-73.9640942215919
3140,"1 Ave & E 78 St",55,40.77140426,-73.9535166
3141,"1 Ave & E 68 St",59,40.76500525,-73.95818491
3142,"1 Ave & E 62 St",41,40.7612274,-73.96094022
3143,"5 Ave & E 78 St",47,40.7763214218227,-73.9642739295959
3144,"E 81 St & Park Ave",46,40.77677702,-73.9590097
3145,"E 84 St & Park Ave",45,40.77862688,-73.95772073
3146,"E 81 St & 3 Ave",47,40.77573034,-73.9567526
3147,"E 85 St & 3 Ave",25,40.77801203,-73.95407149
3148,"E 84 St & 1 Ave",31,40.77565541,-73.95068615
3150,"E 85 St & York Ave",47,40.77536905,-73.94803392
3151,"E 81 St & York Ave",43,40.7728384,-73.94989233
3152,"3 Ave & E 71 St",42,40.76873687,-73.96119945
3154,"E 77 St & 3 Ave",31,40.77314236,-73.95856158
3156,"E 72 St & York Ave",37,40.76663814,-73.95348296
3157,"East End Ave & E 86 St",27,40.77518615,-73.94446054
3158,"W 63 St & Broadway",31,40.77163851,-73.98261428
3159,"W 67 St & Broadway",31,40.77492513,-73.98266566
3160,"Central Park West & W 76 St",3,40.77896784,-73.97374737
3161,"W 76 St & Columbus Ave",59,40.7801839724239,-73.9772853255272
3162,"W 78 St & Broadway",39,40.78339981,-73.98093133
3163,"Central Park West & W 68 St",0,40.7734066,-73.97782542
3164,"Columbus Ave & W 72 St",67,40.7770575,-73.97898475
3165,"Central Park West & W 72 St",3,40.7757937668367,-73.9762057363987
3166,"Riverside Dr & W 72 St",41,40.7805779901033,-73.9856243133545
3167,"Amsterdam Ave & W 73 St",55,40.7796680900731,-73.9809304475784
3168,"Central Park West & W 85 St",31,40.78472675,-73.96961715
3169,"Riverside Dr & W 82 St",39,40.78720869,-73.98128127
3170,"W 84 St & Columbus Ave",35,40.78499979,-73.97283406
3171,"Amsterdam Ave & W 82 St",39,40.78524672,-73.97667321
3172,"W 74 St & Columbus Ave",27,40.7785669,-73.97754961
3173,"Riverside Blvd & W 67 St",39,40.777507027548,-73.9888858795166
3175,"W 70 St & Amsterdam Ave",31,40.77748046,-73.98288594
3177,"W 84 St & Broadway",63,40.7867947,-73.977112
3178,"Riverside Dr & W 78 St",39,40.78414472,-73.98362492
3179,"Park Ave & Marcus Garvey Blvd",23,40.698617,-73.941342
3182,"Yankee Ferry Terminal",42,40.686931,-74.016966
3184,"Paulus Hook",14,40.7141454,-74.0335519
3185,"City Hall",22,40.7177325,-74.043845
3186,"Grove St PATH",42,40.7195861164717,-74.0431174635887
3187,"Warren St",22,40.7211236,-74.03805095
3191,"Union St",18,40.7182113,-74.0836394
3192,"Liberty Light Rail",22,40.7112423,-74.0557013
3193,"Lincoln Park",18,40.7246050998869,-74.0784059464931
3194,"McGinley Square",22,40.7253399253558,-74.0676221251488
3195,"Sip Ave",33,40.7308970978618,-74.0639126300812
3196,"Riverview Park",18,40.7443187,-74.0439909
3198,"Heights Elevator",18,40.7487159453802,-74.0404433012009
3199,"Newport Pkwy",14,40.7287448,-74.0321082
3201,"Dey St",18,40.737711,-74.066921
3202,"Newport PATH",18,40.7272235,-74.0337589
3203,"Hamilton Park",26,40.727595966,-74.044247311
3205,"JC Medical Center",22,40.7165397809919,-74.0496379137039
3206,"Hilltop",26,40.7311689,-74.0575736
3207,"Oakland Ave",26,40.7376037,-74.0524783
3209,"Brunswick St",22,40.7241765,-74.0506564
3210,"Pershing Field",18,40.742677141,-74.051788633
3211,"Newark Ave",22,40.72152515,-74.046304543
3212,"Christ Hospital",22,40.734785818,-74.050443636
3213,"Van Vorst Park",22,40.71848892,-74.047726625
3214,"Essex Light Rail",22,40.7127742,-74.0364857
3220,"5 Corners Library",18,40.7349610200095,-74.0595030784607
3221,"47 Ave & 31 St",27,40.743,-73.93561
3225,"Baldwin at Montgomery",14,40.7236589,-74.0641943
3231,"E 67 St & Park Ave",39,40.7678008014813,-73.9659208059311
3232,"Bond St & Fulton St",31,40.6896218879033,-73.9830426871777
3233,"E 48 St & 5 Ave",39,40.7572456791173,-73.978059142828
3235,"E 41 St & Madison Ave",31,40.752165280622,-73.9799219369888
3236,"W 42 St & Dyer Ave",33,40.7589848139963,-73.9937996864319
3241,"Monroe St & Tompkins Ave",19,40.686203,-73.944694
3242,"Schermerhorn St & Court St",39,40.6910292567797,-73.991833627224
3243,"E 58 St & 1 Ave (NE Corner)",29,40.7589238637769,-73.9622622728348
3244,"University Pl & E 8 St",42,40.7314372408523,-73.9949034154415
3246,"Montague St & Clinton St",39,40.6942811413973,-73.9923003315926
3249,"Verona Pl & Fulton St",19,40.6803560840434,-73.9476791024208
3254,"Soissons Landing",29,40.6923166071919,-74.0148657560349
3256,"Pier 40 - Hudson River Park",23,40.7277140777778,-74.011295735836
3259,"9 Ave & W 28 St",27,40.7493702419328,-73.9992338418961
3260,"Mercer St & Bleecker St",45,40.7270636334831,-73.9966213703155
3263,"Cooper Square & Astor Pl",59,40.7295149622495,-73.990752696991
3267,"Morris Canal",14,40.7124188237569,-74.0385255217552
3268,"Lafayette Park",14,40.7134638266919,-74.0628585219383
3269,"Brunswick & 6th",14,40.7260117296463,-74.0503889322281
3270,"Jersey & 6th St",14,40.7252891078113,-74.0455716848373
3272,"Jersey & 3rd",14,40.7233315864644,-74.0459525585174
3273,"Manila & 1st",18,40.72165072488,-74.0428841114044
3275,"Columbus Drive",14,40.7183551982321,-74.0389144420624
3276,"Marin Light Rail",26,40.7145840353589,-74.042817056179
3277,"Communipaw & Berry Lane",14,40.7143583687043,-74.0666109323502
3278,"Monmouth and 6th",14,40.725685483629,-74.0487903356552
3279,"Dixon Mills",18,40.7216301426384,-74.0499678254128
3280,"Astor Place",14,40.719282200707,-74.071261882782
